qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_3529,HAU,HAU/user24/7-1-1,emotion,What emotion does the person in the video express?,Steadily,Intently,Tensely,Meticulously,D,user24
training_3530,HAU,HAU/user24/7-1-2,emotion,What emotion does the person in the video express?,Firmly,Meticulously,Tensely,Steadily,C,user24
training_3531,HAU,HAU/user24/7-1-3,emotion,What emotion does the person in the video express?,Meticulously,Steadily,Tensely,Softly,B,user24
training_3532,HAU,HAU/user24/7-2-1,emotion,What emotion does the person in the video express?,Hurriedly,Leisurely,Impatiently,Seriously,B,user24
training_3533,HAU,HAU/user24/7-2-2,emotion,What emotion does the person in the video express?,Seriously,Impatiently,Casually,Leisurely,B,user24
training_3534,HAU,HAU/user24/7-2-3,emotion,What emotion does the person in the video express?,Seriously,Restlessly,Leisurely,Impatiently,A,user24
training_3535,HARn,HARn/0_Wash_face/user16/1-1-2,single,What is the person doing?,doing lunges,washing their face,doing squats,,B,0_Wash_face
training_3536,HARn,HARn/0_Wash_face/user18/7-1-3,single,What is the person doing?,doing squats,throwing away rubbish,washing their face,,C,0_Wash_face
training_3537,HARn,HARn/0_Wash_face/user20/4-2-1,single,What is the person doing?,combing their hair,eating food,washing their face,,C,0_Wash_face
training_3538,HARn,HARn/0_Wash_face/user20/4-2-2,single,What is the person doing?,washing their face,doing squats,doing lunges,,A,0_Wash_face
training_3539,HARn,HARn/0_Wash_face/user20/4-2-3,single,What is the person doing?,washing their face,doing lunges,combing their hair,,A,0_Wash_face
training_3540,HARn,HARn/0_Wash_face/user21/4-2-3,single,What is the person doing?,washing their face,eating food,throwing away rubbish,,A,0_Wash_face
training_3541,HARn,HARn/0_Wash_face/user22/1-1-2,single,What is the person doing?,eating food,washing their face,doing lunges,,B,0_Wash_face
training_3542,HARn,HARn/0_Wash_face/user22/2-2-1,single,What is the person doing?,eating food,combing their hair,washing their face,,C,0_Wash_face
training_3543,HARn,HARn/0_Wash_face/user5/1-1-3,single,What is the person doing?,washing their face,throwing away rubbish,eating food,,A,0_Wash_face
training_3544,HARn,HARn/0_Wash_face/user8/1-1-3,single,What is the person doing?,doing lunges,washing their face,throwing away rubbish,,B,0_Wash_face
training_3545,HARn,HARn/10_Stir_drinks/user1/3-1-1,single,What is the person doing?,stirring a drink,checking the time,doing jumping jacks,,A,10_Stir_drinks
training_3546,HARn,HARn/10_Stir_drinks/user1/3-1-2,single,What is the person doing?,mopping the floor,stirring a drink,jogging in place,,B,10_Stir_drinks
training_3547,HARn,HARn/10_Stir_drinks/user16/2-1-2,single,What is the person doing?,putting on clothes,making a phone call,stirring a drink,,C,10_Stir_drinks
training_3548,HARn,HARn/10_Stir_drinks/user18/3-2-3,single,What is the person doing?,stirring a drink,opening the cabinet,turning pages,,A,10_Stir_drinks
training_3549,HARn,HARn/10_Stir_drinks/user18/4-2-2,single,What is the person doing?,stirring a drink,standing on one leg,washing their face,,A,10_Stir_drinks
training_3550,HARn,HARn/10_Stir_drinks/user20/7-1-1,single,What is the person doing?,stirring a drink,opening the cabinet,massaging themselves,,A,10_Stir_drinks
training_3551,HARn,HARn/10_Stir_drinks/user23/5-3-3,single,What is the person doing?,using a remote,writing,stirring a drink,,C,10_Stir_drinks
training_3552,HARn,HARn/10_Stir_drinks/user3/7-1-1,single,What is the person doing?,stirring a drink,reading documents,using a smartphone,,A,10_Stir_drinks
training_3553,HARn,HARn/10_Stir_drinks/user4/1-2-2,single,What is the person doing?,writing,massaging themselves,stirring a drink,,C,10_Stir_drinks
training_3554,HARn,HARn/10_Stir_drinks/user4/5-1-1,single,What is the person doing?,stirring a drink,wiping surfaces,drinking water,,A,10_Stir_drinks
training_3555,HARn,HARn/11_Peel_fruits/user18/6-2-3,single,What is the person doing?,combing their hair,peeling fruit,brushing their teeth,,B,11_Peel_fruits
training_3556,HARn,HARn/11_Peel_fruits/user18/7-2-3,single,What is the person doing?,standing on one leg,peeling fruit,taking medicine,,B,11_Peel_fruits
training_3557,HARn,HARn/11_Peel_fruits/user2/7-2-1,single,What is the person doing?,peeling fruit,standing up,drinking water,,A,11_Peel_fruits
training_3558,HARn,HARn/11_Peel_fruits/user3/3-1-1,single,What is the person doing?,peeling fruit,standing up,doing squats,,A,11_Peel_fruits
training_3559,HARn,HARn/11_Peel_fruits/user3/4-1-2,single,What is the person doing?,lying down,using a smartphone,peeling fruit,,C,11_Peel_fruits
training_3560,HARn,HARn/11_Peel_fruits/user4/7-1-2,single,What is the person doing?,doing squats,peeling fruit,doing jumping jacks,,B,11_Peel_fruits
training_3561,HARn,HARn/11_Peel_fruits/user5/2-1-2,single,What is the person doing?,brushing their teeth,peeling fruit,folding clothes,,B,11_Peel_fruits
training_3562,HARn,HARn/11_Peel_fruits/user6/1-2-1,single,What is the person doing?,wiping a bowl,peeling fruit,reading documents,,B,11_Peel_fruits
training_3563,HARn,HARn/11_Peel_fruits/user6/5-2-1,single,What is the person doing?,mopping the floor,walking,peeling fruit,,C,11_Peel_fruits
training_3564,HARn,HARn/11_Peel_fruits/user6/5-2-3,single,What is the person doing?,peeling fruit,lying down,using a smartphone,,A,11_Peel_fruits
training_3575,HARn,HARn/13_Mop_the_floor/user16/3-1-3,single,What is the person doing?,mopping the floor,folding clothes,doing stretching exercises,,A,13_Mop_the_floor
training_3576,HARn,HARn/13_Mop_the_floor/user17/3-1-1,single,What is the person doing?,brushing their teeth,mopping the floor,jogging in place,,B,13_Mop_the_floor
training_3577,HARn,HARn/13_Mop_the_floor/user18/3-1-1,single,What is the person doing?,folding clothes,mopping the floor,wiping surfaces,,B,13_Mop_the_floor
training_3578,HARn,HARn/13_Mop_the_floor/user19/3-3-2,single,What is the person doing?,reading documents,mopping the floor,writing,,B,13_Mop_the_floor
training_3579,HARn,HARn/13_Mop_the_floor/user20/2-1-1,single,What is the person doing?,mopping the floor,washing their face,wiping their hands,,A,13_Mop_the_floor
training_3580,HARn,HARn/13_Mop_the_floor/user20/2-1-2,single,What is the person doing?,eating food,jogging in place,mopping the floor,,C,13_Mop_the_floor
training_3581,HARn,HARn/13_Mop_the_floor/user20/3-2-1,single,What is the person doing?,mopping the floor,sitting down,lying down,,A,13_Mop_the_floor
training_3582,HARn,HARn/13_Mop_the_floor/user7/3-1-1,single,What is the person doing?,mopping the floor,reading documents,peeling with a knife,,A,13_Mop_the_floor
training_3583,HARn,HARn/13_Mop_the_floor/user8/3-1-1,single,What is the person doing?,putting on headphones,brushing their teeth,mopping the floor,,C,13_Mop_the_floor
training_3584,HARn,HARn/13_Mop_the_floor/user9/3-3-2,single,What is the person doing?,massaging themselves,mopping the floor,taking off their clothes,,B,13_Mop_the_floor
training_3595,HARn,HARn/15_Wipe_windows_and_tables/user16/3-3-3,single,What is the person doing?,checking the time,wiping surfaces,brushing their teeth,,B,15_Wipe_windows_and_tables
training_3596,HARn,HARn/15_Wipe_windows_and_tables/user16/6-2-2,single,What is the person doing?,throwing away rubbish,eating food,wiping surfaces,,C,15_Wipe_windows_and_tables
training_3597,HARn,HARn/15_Wipe_windows_and_tables/user18/2-2-1,single,What is the person doing?,taking off their clothes,standing up,wiping surfaces,,C,15_Wipe_windows_and_tables
training_3598,HARn,HARn/15_Wipe_windows_and_tables/user18/2-2-3,single,What is the person doing?,reading documents,wiping surfaces,writing,,B,15_Wipe_windows_and_tables
training_3599,HARn,HARn/15_Wipe_windows_and_tables/user19/7-2-1,single,What is the person doing?,taking a selfie,wiping surfaces,taking off their clothes,,B,15_Wipe_windows_and_tables
training_3600,HARn,HARn/15_Wipe_windows_and_tables/user20/3-2-3,single,What is the person doing?,standing up,wiping surfaces,washing their face,,B,15_Wipe_windows_and_tables
training_3601,HARn,HARn/15_Wipe_windows_and_tables/user6/6-2-2,single,What is the person doing?,wiping surfaces,peeling with a knife,writing,,A,15_Wipe_windows_and_tables
training_3602,HARn,HARn/15_Wipe_windows_and_tables/user7/2-2-2,single,What is the person doing?,making a phone call,doing lunges,wiping surfaces,,C,15_Wipe_windows_and_tables
training_3603,HARn,HARn/15_Wipe_windows_and_tables/user7/3-3-3,single,What is the person doing?,folding clothes,wiping surfaces,mopping the floor,,B,15_Wipe_windows_and_tables
training_3604,HARn,HARn/15_Wipe_windows_and_tables/user8/2-2-3,single,What is the person doing?,wiping surfaces,putting on clothes,making a phone call,,A,15_Wipe_windows_and_tables
training_3605,HARn,HARn/16_Fold_clothes/user17/6-1-3,single,What is the person doing?,taking off their clothes,folding clothes,putting on clothes,,B,16_Fold_clothes
training_3606,HARn,HARn/16_Fold_clothes/user18/2-1-1,single,What is the person doing?,folding clothes,putting on clothes,sweeping the floor,,A,16_Fold_clothes
training_3607,HARn,HARn/16_Fold_clothes/user18/2-1-3,single,What is the person doing?,folding clothes,sweeping the floor,putting on clothes,,A,16_Fold_clothes
training_3608,HARn,HARn/16_Fold_clothes/user2/1-1-2,single,What is the person doing?,taking off their clothes,sweeping the floor,folding clothes,,C,16_Fold_clothes
training_3609,HARn,HARn/16_Fold_clothes/user2/1-1-3,single,What is the person doing?,folding clothes,taking off their clothes,sweeping the floor,,A,16_Fold_clothes
training_3610,HARn,HARn/16_Fold_clothes/user22/3-2-3,single,What is the person doing?,folding clothes,taking off their clothes,sweeping the floor,,A,16_Fold_clothes
training_3611,HARn,HARn/16_Fold_clothes/user23/4-3-1,single,What is the person doing?,sweeping the floor,taking off their clothes,folding clothes,,C,16_Fold_clothes
training_3612,HARn,HARn/16_Fold_clothes/user23/4-3-3,single,What is the person doing?,folding clothes,putting on clothes,sweeping the floor,,A,16_Fold_clothes
training_3613,HARn,HARn/16_Fold_clothes/user24/4-1-2,single,What is the person doing?,putting on clothes,folding clothes,taking off their clothes,,B,16_Fold_clothes
training_3614,HARn,HARn/16_Fold_clothes/user24/4-1-3,single,What is the person doing?,folding clothes,taking off their clothes,putting on clothes,,A,16_Fold_clothes
training_3615,HARn,HARn/17_Tap_the_keyboard/user17/4-1-1,single,What is the person doing?,jogging in place,taking medicine,typing on the keyboard,,C,17_Tap_the_keyboard
training_3616,HARn,HARn/17_Tap_the_keyboard/user19/4-3-1,single,What is the person doing?,taking medicine,typing on the keyboard,doing lunges,,B,17_Tap_the_keyboard
training_3617,HARn,HARn/17_Tap_the_keyboard/user19/6-1-3,single,What is the person doing?,sitting down,doing stretching exercises,typing on the keyboard,,C,17_Tap_the_keyboard
training_3618,HARn,HARn/17_Tap_the_keyboard/user20/5-1-2,single,What is the person doing?,typing on the keyboard,lying down,drinking water,,A,17_Tap_the_keyboard
training_3619,HARn,HARn/17_Tap_the_keyboard/user8/5-1-2,single,What is the person doing?,typing on the keyboard,brushing their teeth,jogging in place,,A,17_Tap_the_keyboard
training_3620,HARn,HARn/17_Tap_the_keyboard/user9/1-2-3,single,What is the person doing?,typing on the keyboard,jogging in place,folding clothes,,A,17_Tap_the_keyboard
training_3621,HARn,HARn/17_Tap_the_keyboard/user9/4-1-1,single,What is the person doing?,typing on the keyboard,checking the time,combing their hair,,A,17_Tap_the_keyboard
training_3622,HARn,HARn/17_Tap_the_keyboard/user9/4-3-1,single,What is the person doing?,wiping surfaces,typing on the keyboard,throwing away rubbish,,B,17_Tap_the_keyboard
training_3623,HARn,HARn/17_Tap_the_keyboard/user9/4-3-3,single,What is the person doing?,washing their face,typing on the keyboard,throwing away rubbish,,B,17_Tap_the_keyboard
training_3624,HARn,HARn/17_Tap_the_keyboard/user9/6-1-2,single,What is the person doing?,typing on the keyboard,brushing their teeth,checking the time,,A,17_Tap_the_keyboard
training_3625,HARn,HARn/18_Write/user18/6-2-1,single,What is the person doing?,using a smartphone,writing,standing up,,B,18_Write
training_3626,HARn,HARn/18_Write/user2/4-1-2,single,What is the person doing?,putting on headphones,writing,wiping their hands,,B,18_Write
training_3627,HARn,HARn/18_Write/user2/4-3-2,single,What is the person doing?,turning pages,writing,peeling fruit,,B,18_Write
training_3628,HARn,HARn/18_Write/user20/2-2-3,single,What is the person doing?,jogging in place,writing,doing jumping jacks,,B,18_Write
training_3629,HARn,HARn/18_Write/user22/3-1-1,single,What is the person doing?,using tableware,taking medicine,writing,,C,18_Write
training_3630,HARn,HARn/18_Write/user23/4-1-1,single,What is the person doing?,writing,sitting down,taking their body temperature,,A,18_Write
training_3631,HARn,HARn/18_Write/user23/7-1-1,single,What is the person doing?,putting on clothes,opening the cabinet,writing,,C,18_Write
training_3632,HARn,HARn/18_Write/user24/1-2-3,single,What is the person doing?,doing squats,brushing their teeth,writing,,C,18_Write
training_3633,HARn,HARn/18_Write/user4/4-1-2,single,What is the person doing?,reading documents,taking medicine,writing,,C,18_Write
training_3634,HARn,HARn/18_Write/user6/4-1-1,single,What is the person doing?,taking their body temperature,writing,using a remote,,B,18_Write
training_3635,HARn,HARn/19_Make_a_phone_call/user16/4-1-3,single,What is the person doing?,making a phone call,lying down,throwing away rubbish,,A,19_Make_a_phone_call
training_3636,HARn,HARn/19_Make_a_phone_call/user18/1-2-2,single,What is the person doing?,making a phone call,peeling fruit,wiping surfaces,,A,19_Make_a_phone_call
training_3637,HARn,HARn/19_Make_a_phone_call/user21/4-1-2,single,What is the person doing?,making a phone call,combing their hair,drinking water,,A,19_Make_a_phone_call
training_3638,HARn,HARn/19_Make_a_phone_call/user22/4-1-3,single,What is the person doing?,drinking water,making a phone call,writing,,B,19_Make_a_phone_call
training_3639,HARn,HARn/19_Make_a_phone_call/user23/4-2-3,single,What is the person doing?,stirring a drink,standing up,making a phone call,,C,19_Make_a_phone_call
training_3640,HARn,HARn/19_Make_a_phone_call/user3/3-2-2,single,What is the person doing?,doing squats,doing lunges,making a phone call,,C,19_Make_a_phone_call
training_3641,HARn,HARn/19_Make_a_phone_call/user5/4-1-1,single,What is the person doing?,making a phone call,mopping the floor,walking,,A,19_Make_a_phone_call
training_3642,HARn,HARn/19_Make_a_phone_call/user8/1-2-1,single,What is the person doing?,taking medicine,making a phone call,eating food,,B,19_Make_a_phone_call
training_3653,HARn,HARn/20_Check_the_time/user16/5-3-3,single,What is the person doing?,sitting down,writing,checking the time,,C,20_Check_the_time
training_3654,HARn,HARn/20_Check_the_time/user17/1-2-3,single,What is the person doing?,checking the time,taking medicine,peeling fruit,,A,20_Check_the_time
training_3655,HARn,HARn/20_Check_the_time/user18/6-2-2,single,What is the person doing?,checking the time,sitting down,putting on headphones,,A,20_Check_the_time
training_3656,HARn,HARn/20_Check_the_time/user20/5-1-2,single,What is the person doing?,wiping a bowl,using tableware,checking the time,,C,20_Check_the_time
training_3657,HARn,HARn/20_Check_the_time/user21/6-2-1,single,What is the person doing?,checking the time,folding clothes,wiping their hands,,A,20_Check_the_time
training_3658,HARn,HARn/20_Check_the_time/user22/6-1-1,single,What is the person doing?,standing up,doing lunges,checking the time,,C,20_Check_the_time
training_3659,HARn,HARn/20_Check_the_time/user4/5-2-1,single,What is the person doing?,checking the time,wiping a bowl,folding clothes,,A,20_Check_the_time
training_3660,HARn,HARn/20_Check_the_time/user4/5-2-3,single,What is the person doing?,peeling with a knife,checking the time,taking their body temperature,,B,20_Check_the_time
training_3661,HARn,HARn/20_Check_the_time/user6/5-3-3,single,What is the person doing?,doing squats,checking the time,opening the cabinet,,B,20_Check_the_time
training_3662,HARn,HARn/20_Check_the_time/user8/6-2-1,single,What is the person doing?,standing on one leg,massaging themselves,checking the time,,C,20_Check_the_time
training_3663,HARn,HARn/21_Read_documents/user16/7-3-1,single,What is the person doing?,making a phone call,peeling with a knife,reading documents,,C,21_Read_documents
training_3664,HARn,HARn/21_Read_documents/user16/7-3-3,single,What is the person doing?,making a phone call,peeling with a knife,reading documents,,C,21_Read_documents
training_3665,HARn,HARn/21_Read_documents/user18/1-2-3,single,What is the person doing?,reading documents,taking a selfie,eating food,,A,21_Read_documents
training_3666,HARn,HARn/21_Read_documents/user19/4-1-2,single,What is the person doing?,peeling with a knife,making a phone call,reading documents,,C,21_Read_documents
training_3667,HARn,HARn/21_Read_documents/user19/4-1-3,single,What is the person doing?,taking a selfie,reading documents,jogging in place,,B,21_Read_documents
training_3668,HARn,HARn/21_Read_documents/user3/5-2-2,single,What is the person doing?,taking a selfie,making a phone call,reading documents,,C,21_Read_documents
training_3669,HARn,HARn/21_Read_documents/user3/5-2-3,single,What is the person doing?,reading documents,taking a selfie,making a phone call,,A,21_Read_documents
training_3670,HARn,HARn/21_Read_documents/user4/4-1-2,single,What is the person doing?,reading documents,jogging in place,eating food,,A,21_Read_documents
training_3671,HARn,HARn/21_Read_documents/user6/7-3-1,single,What is the person doing?,taking a selfie,reading documents,peeling with a knife,,B,21_Read_documents
training_3672,HARn,HARn/21_Read_documents/user8/1-2-3,single,What is the person doing?,peeling with a knife,reading documents,taking a selfie,,B,21_Read_documents
training_3673,HARn,HARn/22_Turn_pages/user1/6-2-1,single,What is the person doing?,turning pages,sitting down,taking a selfie,,A,22_Turn_pages
training_3674,HARn,HARn/22_Turn_pages/user16/7-3-2,single,What is the person doing?,sitting down,peeling fruit,turning pages,,C,22_Turn_pages
training_3675,HARn,HARn/22_Turn_pages/user2/3-2-3,single,What is the person doing?,turning pages,washing their face,eating food,,A,22_Turn_pages
training_3676,HARn,HARn/22_Turn_pages/user24/7-2-3,single,What is the person doing?,turning pages,walking,brushing their teeth,,A,22_Turn_pages
training_3677,HARn,HARn/22_Turn_pages/user3/4-1-1,single,What is the person doing?,turning pages,wiping their hands,sweeping the floor,,A,22_Turn_pages
training_3678,HARn,HARn/22_Turn_pages/user4/4-1-3,single,What is the person doing?,taking medicine,opening the cabinet,turning pages,,C,22_Turn_pages
training_3679,HARn,HARn/22_Turn_pages/user5/2-1-3,single,What is the person doing?,massaging themselves,taking off their clothes,turning pages,,C,22_Turn_pages
training_3680,HARn,HARn/22_Turn_pages/user6/4-1-2,single,What is the person doing?,turning pages,peeling with a knife,opening the cabinet,,A,22_Turn_pages
training_3681,HARn,HARn/22_Turn_pages/user8/4-1-2,single,What is the person doing?,doing lunges,massaging themselves,turning pages,,C,22_Turn_pages
training_3682,HARn,HARn/22_Turn_pages/user8/4-1-3,single,What is the person doing?,turning pages,peeling with a knife,using a remote,,A,22_Turn_pages
training_3683,HARn,HARn/23_Listen_to_music_with_headphones/user1/5-1-1,single,What is the person doing?,brushing their teeth,standing up,putting on headphones,,C,23_Listen_to_music_with_headphones
training_3684,HARn,HARn/23_Listen_to_music_with_headphones/user17/7-1-3,single,What is the person doing?,using a remote,putting on headphones,mopping the floor,,B,23_Listen_to_music_with_headphones
training_3685,HARn,HARn/23_Listen_to_music_with_headphones/user2/7-3-3,single,What is the person doing?,doing lunges,putting on headphones,folding clothes,,B,23_Listen_to_music_with_headphones
training_3686,HARn,HARn/23_Listen_to_music_with_headphones/user20/6-3-3,single,What is the person doing?,putting on headphones,taking their body temperature,sweeping the floor,,A,23_Listen_to_music_with_headphones
training_3687,HARn,HARn/23_Listen_to_music_with_headphones/user21/5-2-3,single,What is the person doing?,standing on one leg,taking their body temperature,putting on headphones,,C,23_Listen_to_music_with_headphones
training_3688,HARn,HARn/23_Listen_to_music_with_headphones/user24/5-1-3,single,What is the person doing?,doing squats,drinking water,putting on headphones,,C,23_Listen_to_music_with_headphones
training_3689,HARn,HARn/23_Listen_to_music_with_headphones/user24/7-2-3,single,What is the person doing?,combing their hair,putting on headphones,standing up,,B,23_Listen_to_music_with_headphones
training_3690,HARn,HARn/23_Listen_to_music_with_headphones/user9/3-3-1,single,What is the person doing?,peeling with a knife,putting on headphones,pouring a drink,,B,23_Listen_to_music_with_headphones
training_3691,HARn,HARn/24_Use_a_mobile_phone/user2/7-3-1,single,What is the person doing?,using a smartphone,writing,wiping surfaces,,A,24_Use_a_mobile_phone
training_3692,HARn,HARn/24_Use_a_mobile_phone/user20/4-1-3,single,What is the person doing?,wiping surfaces,writing,using a smartphone,,C,24_Use_a_mobile_phone
training_3693,HARn,HARn/24_Use_a_mobile_phone/user21/1-2-3,single,What is the person doing?,checking the time,using a smartphone,stirring a drink,,B,24_Use_a_mobile_phone
training_3694,HARn,HARn/24_Use_a_mobile_phone/user24/4-1-1,single,What is the person doing?,writing,stirring a drink,using a smartphone,,C,24_Use_a_mobile_phone
training_3695,HARn,HARn/24_Use_a_mobile_phone/user4/3-2-3,single,What is the person doing?,using a smartphone,checking the time,peeling with a knife,,A,24_Use_a_mobile_phone
training_3696,HARn,HARn/24_Use_a_mobile_phone/user6/5-1-2,single,What is the person doing?,writing,wiping surfaces,using a smartphone,,C,24_Use_a_mobile_phone
training_3697,HARn,HARn/24_Use_a_mobile_phone/user6/5-1-3,single,What is the person doing?,using a smartphone,peeling with a knife,wiping surfaces,,A,24_Use_a_mobile_phone
training_3698,HARn,HARn/24_Use_a_mobile_phone/user6/6-2-2,single,What is the person doing?,using a smartphone,writing,peeling with a knife,,A,24_Use_a_mobile_phone
training_3699,HARn,HARn/24_Use_a_mobile_phone/user7/1-2-1,single,What is the person doing?,using a smartphone,writing,checking the time,,A,24_Use_a_mobile_phone
training_3710,HARn,HARn/26_Play_games/user16/5-3-2,single,What is the person doing?,using a smartphone,jogging in place,making a phone call,,A,26_Play_games
training_3711,HARn,HARn/26_Play_games/user19/3-1-1,single,What is the person doing?,using a smartphone,checking the time,walking,,A,26_Play_games
training_3712,HARn,HARn/26_Play_games/user19/3-1-3,single,What is the person doing?,throwing away rubbish,using a smartphone,sweeping the floor,,B,26_Play_games
training_3713,HARn,HARn/26_Play_games/user19/5-1-2,single,What is the person doing?,using a smartphone,using a remote,lying down,,A,26_Play_games
training_3714,HARn,HARn/26_Play_games/user23/5-1-2,single,What is the person doing?,making a phone call,taking their body temperature,using a smartphone,,C,26_Play_games
training_3715,HARn,HARn/26_Play_games/user24/4-1-1,single,What is the person doing?,using a smartphone,brushing their teeth,making a phone call,,A,26_Play_games
training_3716,HARn,HARn/26_Play_games/user24/4-3-1,single,What is the person doing?,using a smartphone,taking off their clothes,reading documents,,A,26_Play_games
training_3717,HARn,HARn/26_Play_games/user9/3-1-1,single,What is the person doing?,lying down,using a smartphone,standing up,,B,26_Play_games
training_3718,HARn,HARn/26_Play_games/user9/5-1-3,single,What is the person doing?,taking their body temperature,using a smartphone,stirring a drink,,B,26_Play_games
training_3729,HARn,HARn/28_Jog_in_place/user2/6-1-1,single,What is the person doing?,jogging in place,wiping their hands,peeling fruit,,A,28_Jog_in_place
training_3730,HARn,HARn/28_Jog_in_place/user2/6-1-2,single,What is the person doing?,reading documents,jogging in place,doing jumping jacks,,B,28_Jog_in_place
training_3731,HARn,HARn/28_Jog_in_place/user22/7-2-1,single,What is the person doing?,throwing away rubbish,combing their hair,jogging in place,,C,28_Jog_in_place
training_3732,HARn,HARn/28_Jog_in_place/user22/7-2-3,single,What is the person doing?,typing on the keyboard,jogging in place,using tableware,,B,28_Jog_in_place
training_3733,HARn,HARn/28_Jog_in_place/user24/3-2-1,single,What is the person doing?,doing jumping jacks,opening the cabinet,jogging in place,,C,28_Jog_in_place
training_3734,HARn,HARn/28_Jog_in_place/user3/2-1-2,single,What is the person doing?,writing,using a smartphone,jogging in place,,C,28_Jog_in_place
training_3735,HARn,HARn/28_Jog_in_place/user4/3-2-1,single,What is the person doing?,using a smartphone,taking off their clothes,jogging in place,,C,28_Jog_in_place
training_3736,HARn,HARn/28_Jog_in_place/user6/4-1-1,single,What is the person doing?,eating food,using a remote,jogging in place,,C,28_Jog_in_place
training_3737,HARn,HARn/28_Jog_in_place/user6/4-1-3,single,What is the person doing?,jogging in place,using a remote,turning pages,,A,28_Jog_in_place
training_3738,HARn,HARn/28_Jog_in_place/user8/5-1-1,single,What is the person doing?,putting on headphones,jogging in place,throwing away rubbish,,B,28_Jog_in_place
training_3749,HARn,HARn/2_Comb_hair/user1/1-1-3,single,What is the person doing?,washing their face,writing,combing their hair,,C,2_Comb_hair
training_3750,HARn,HARn/2_Comb_hair/user16/2-2-1,single,What is the person doing?,combing their hair,standing up,washing their face,,A,2_Comb_hair
training_3751,HARn,HARn/2_Comb_hair/user16/2-2-2,single,What is the person doing?,washing their face,standing up,combing their hair,,C,2_Comb_hair
training_3752,HARn,HARn/2_Comb_hair/user19/1-1-3,single,What is the person doing?,combing their hair,writing,standing up,,A,2_Comb_hair
training_3753,HARn,HARn/2_Comb_hair/user20/4-2-3,single,What is the person doing?,combing their hair,washing their face,writing,,A,2_Comb_hair
training_3754,HARn,HARn/2_Comb_hair/user23/2-2-2,single,What is the person doing?,washing their face,combing their hair,standing up,,B,2_Comb_hair
training_3755,HARn,HARn/2_Comb_hair/user5/1-1-2,single,What is the person doing?,combing their hair,standing up,washing their face,,A,2_Comb_hair
training_3756,HARn,HARn/2_Comb_hair/user6/2-2-1,single,What is the person doing?,combing their hair,washing their face,writing,,A,2_Comb_hair
training_3757,HARn,HARn/2_Comb_hair/user7/1-1-3,single,What is the person doing?,writing,standing up,combing their hair,,C,2_Comb_hair
training_3758,HARn,HARn/2_Comb_hair/user9/1-1-3,single,What is the person doing?,combing their hair,washing their face,writing,,A,2_Comb_hair
training_3759,HARn,HARn/30_Do_jumping_jacks/user17/2-2-3,single,What is the person doing?,taking their body temperature,using a remote,doing jumping jacks,,C,30_Do_jumping_jacks
training_3760,HARn,HARn/30_Do_jumping_jacks/user19/2-2-2,single,What is the person doing?,doing jumping jacks,turning pages,doing lunges,,A,30_Do_jumping_jacks
training_3761,HARn,HARn/30_Do_jumping_jacks/user2/5-1-1,single,What is the person doing?,doing lunges,doing jumping jacks,putting on clothes,,B,30_Do_jumping_jacks
training_3762,HARn,HARn/30_Do_jumping_jacks/user2/5-1-3,single,What is the person doing?,doing jumping jacks,eating food,drinking water,,A,30_Do_jumping_jacks
training_3763,HARn,HARn/30_Do_jumping_jacks/user4/3-2-2,single,What is the person doing?,throwing away rubbish,doing jumping jacks,writing,,B,30_Do_jumping_jacks
training_3764,HARn,HARn/30_Do_jumping_jacks/user4/3-2-3,single,What is the person doing?,doing lunges,doing jumping jacks,walking,,B,30_Do_jumping_jacks
training_3765,HARn,HARn/30_Do_jumping_jacks/user6/6-1-3,single,What is the person doing?,doing jumping jacks,throwing away rubbish,wiping their hands,,A,30_Do_jumping_jacks
training_3766,HARn,HARn/30_Do_jumping_jacks/user7/2-2-2,single,What is the person doing?,turning pages,doing jumping jacks,sitting down,,B,30_Do_jumping_jacks
training_3767,HARn,HARn/30_Do_jumping_jacks/user7/2-2-3,single,What is the person doing?,putting on clothes,doing jumping jacks,taking their body temperature,,B,30_Do_jumping_jacks
training_3768,HARn,HARn/30_Do_jumping_jacks/user9/2-2-3,single,What is the person doing?,doing jumping jacks,eating food,doing lunges,,A,30_Do_jumping_jacks
training_3769,HARn,HARn/31_Do_stretching_exercises/user18/6-1-1,single,What is the person doing?,doing stretching exercises,pouring a drink,turning pages,,A,31_Do_stretching_exercises
training_3770,HARn,HARn/31_Do_stretching_exercises/user2/1-2-1,single,What is the person doing?,taking off their clothes,pouring a drink,doing stretching exercises,,C,31_Do_stretching_exercises
training_3771,HARn,HARn/31_Do_stretching_exercises/user22/7-3-2,single,What is the person doing?,turning pages,taking off their clothes,doing stretching exercises,,C,31_Do_stretching_exercises
training_3772,HARn,HARn/31_Do_stretching_exercises/user23/7-3-3,single,What is the person doing?,pouring a drink,turning pages,doing stretching exercises,,C,31_Do_stretching_exercises
training_3773,HARn,HARn/31_Do_stretching_exercises/user24/3-2-2,single,What is the person doing?,doing stretching exercises,pouring a drink,taking off their clothes,,A,31_Do_stretching_exercises
training_3774,HARn,HARn/31_Do_stretching_exercises/user24/3-2-3,single,What is the person doing?,doing stretching exercises,taking off their clothes,turning pages,,A,31_Do_stretching_exercises
training_3775,HARn,HARn/31_Do_stretching_exercises/user3/7-1-1,single,What is the person doing?,pouring a drink,turning pages,doing stretching exercises,,C,31_Do_stretching_exercises
